Player,Nationality,Position,Age,Matches_Played,Games_Started,Minutes_Played,Ninety_Minutes_Played,Goals,Assists,Goals_Plus_Assists,Non_Penalty_Goals,Penalty_Kicks_Made,Penalty_Kicks_Attempted,Yellow_Cards,Red_Cards,Goals_Per_90,Assists_Per_90,Goals_Plus_Assists_Per_90,Non_Penalty_Goals_Per_90,Non_Penalty_Goals_Plus_Assists_Per_90,Matches,Season,Team,MP
Isco,es ESP,MF,32,,17,"1,547",17.2,9.0,8.0,17.0,4.0,5.0,6.0,5.0,0.0,0.52,0.47,0.99,0.23,0.7,Matches,2024-2025,Real Betis,22
Giovani Lo Celso,ar ARG,MF,28,,15,"1,457",16.2,8.0,3.0,11.0,6.0,2.0,3.0,4.0,0.0,0.49,0.19,0.68,0.37,0.56,Matches,2024-2025,Real Betis,25
Antony,br BRA,MF,24,,15,"1,362",15.1,5.0,2.0,7.0,5.0,0.0,0.0,2.0,1.0,0.33,0.13,0.46,0.33,0.46,Matches,2024-2025,Real Betis,17
Rui Silva,pt POR,GK,30,,15,"1,350",15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,15
Ricardo Rodríguez,ch SUI,DF,31,,15,"1,274",14.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2024-2025,Real Betis,18
Jesus Rodríguez,es ESP,MF,18,,15,"1,111",12.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,2024-2025,Real Betis,21
Vitor Roque,br BRA,FW,19,,14,"1,235",13.7,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,2024-2025,Real Betis,22
Cucho,co COL,FW,25,,14,"1,139",12.7,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.4,0.08,0.47,0.4,0.47,Matches,2024-2025,Real Betis,15
Aitor Ruibal,es ESP,"DF,FW",28,,13,"1,313",14.6,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.07,0.21,0.27,0.07,0.27,Matches,2024-2025,Real Betis,29
Marc Roca,es ESP,MF,27,,11,906,10.1,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.2,0.4,Matches,2024-2025,Real Betis,14
Cédric Bakambu,cd COD,FW,33,,6,710,7.9,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.25,0.25,0.51,0.25,0.51,Matches,2024-2025,Real Betis,25
Ezequiel Ávila,ar ARG,"MF,FW",30,,6,677,7.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,0.27,0.0,0.27,0.27,0.27,Matches,2024-2025,Real Betis,19
Héctor Bellerín,es ESP,DF,29,,6,580,6.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,2024-2025,Real Betis,9
William Carvalho,pt POR,MF,32,,6,484,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,14
Fran Vieites,es ESP,GK,25,,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,4
Ángel Ortíz,es ESP,DF,20,,4,353,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,2024-2025,Real Betis,5
Iker Losada,es ESP,MF,22,,3,336,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,10
Assane Diao,sn SEN,FW,18,,2,277,3.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.32,0.65,0.97,0.32,0.97,Matches,2024-2025,Real Betis,10
Juanmi,es ESP,MF,31,,2,244,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,11
Nabil Fekir,fr FRA,MF,31,,2,180,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,Matches,2024-2025,Real Betis,2
Carlos Guirao,es ESP,MF,21,,2,110,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,2
Mateo Flores,es ESP,MF,20,,1,153,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,6
Rodri,es ESP,MF,24,,1,118,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,3
Nobel Mendy,sn SEN,DF,19,,1,108,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,2
Sergio Arribas,es ESP,DF,21,,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,1
Pablo Garcia,es ESP,FW,18,,0,38,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Real Betis,3
Alcázar,es ESP,DF,22,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Betis,0
Pablo Busto,es ESP,DF,18,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Betis,0
Guilherme Fernandes,pt POR,GK,23,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Betis,0
Marcos Fernández,es ESP,FW,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Betis,0
Germán García,es ESP,GK,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Betis,0
Manu González,es ESP,GK,17,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Betis,0
Rudy Kohon,fr FRA,DF,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Betis,0
Xavi Pleguezuelo,es ESP,DF,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Real Betis,0
Pedri,es ESP,MF,21,37.0,35,"2,879",32.0,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,0.13,0.16,0.28,0.13,0.28,Matches,2024-2025,FC Barcelona,37
Raphinha,br BRA,"MF,FW",27,36.0,32,"2,839",31.5,18.0,9.0,27.0,16.0,2.0,2.0,4.0,0.0,0.57,0.29,0.86,0.51,0.79,Matches,2024-2025,FC Barcelona,36
Robert Lewandowski,pl POL,FW,35,34.0,32,"2,667",29.6,27.0,2.0,29.0,24.0,3.0,4.0,1.0,0.0,0.91,0.07,0.98,0.81,0.88,Matches,2024-2025,FC Barcelona,34
Lamine Yamal,es ESP,"MF,FW",17,35.0,31,"2,856",31.7,9.0,13.0,22.0,9.0,0.0,0.0,3.0,0.0,0.28,0.41,0.69,0.28,0.69,Matches,2024-2025,FC Barcelona,35
Pau Cubarsí,es ESP,DF,17,35.0,29,"2,618",29.1,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2024-2025,FC Barcelona,35
Jules Koundé,fr FRA,DF,25,32.0,29,"2,605",28.9,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.07,0.1,0.17,0.07,0.17,Matches,2024-2025,FC Barcelona,32
Iñigo Martínez,es ESP,DF,33,28.0,28,"2,490",27.7,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,2024-2025,FC Barcelona,28
Alejandro Balde,es ESP,DF,20,32.0,26,"2,284",25.4,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,2024-2025,FC Barcelona,32
Marc Casado,es ESP,MF,20,23.0,20,"1,611",17.9,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.06,0.17,0.22,0.06,0.22,Matches,2024-2025,FC Barcelona,23
Iñaki Peña,es ESP,GK,25,16.0,15,"1,396",15.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,16
Wojciech Szczęsny,pl POL,GK,34,15.0,15,"1,350",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,15
Eric García,es ESP,"DF,MF",23,29.0,14,"1,566",17.4,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.11,0.17,0.29,0.11,0.29,Matches,2024-2025,FC Barcelona,29
Gavi,es ESP,MF,19,26.0,14,"1,085",12.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.08,0.08,0.17,0.08,0.17,Matches,2024-2025,FC Barcelona,26
Dani Olmo,es ESP,MF,26,25.0,13,"1,212",13.5,10.0,3.0,13.0,8.0,2.0,2.0,1.0,0.0,0.74,0.22,0.97,0.59,0.82,Matches,2024-2025,FC Barcelona,25
Fermin López,es ESP,MF,21,28.0,12,"1,252",13.9,6.0,5.0,11.0,6.0,0.0,0.0,4.0,1.0,0.43,0.36,0.79,0.43,0.79,Matches,2024-2025,FC Barcelona,28
Ferrán Torres,es ESP,"FW,MF",24,27.0,12,"1,106",12.3,10.0,6.0,16.0,10.0,0.0,0.0,1.0,1.0,0.81,0.49,1.3,0.81,1.3,Matches,2024-2025,FC Barcelona,27
Gerard Martín,es ESP,DF,22,28.0,11,"1,038",11.5,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.09,0.26,0.35,0.09,0.35,Matches,2024-2025,FC Barcelona,28
Ronald Araújo,uy URU,DF,25,12.0,11,754,8.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.12,0.12,0.24,0.12,0.24,Matches,2024-2025,FC Barcelona,12
Frenkie de Jong,nl NED,MF,27,26.0,9,"1,143",12.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.16,0.16,0.31,0.16,0.31,Matches,2024-2025,FC Barcelona,26
Marc-André ter Stegen,de GER,GK,32,8.0,8,674,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,8
Héctor Fort,es ESP,DF,17,17.0,5,585,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,17
Pablo Torre,es ESP,MF,21,10.0,4,310,3.4,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.87,0.29,1.16,0.87,1.16,Matches,2024-2025,FC Barcelona,10
Marc Bernal,es ESP,MF,17,3.0,3,242,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,3
Ansu Fati,es ESP,MF,21,6.0,3,233,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,6
Pau Victor,es ESP,FW,22,21.0,2,319,3.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.56,0.28,0.85,0.56,0.85,Matches,2024-2025,FC Barcelona,21
Andreas Christensen,dk DEN,DF,28,5.0,2,254,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,5
Sergi Dominguez,es ESP,DF,19,3.0,2,172,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,3
Daniel Rodriguez,es ESP,MF,18,1.0,1,37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,FC Barcelona,1
Ander Astralaga,es ESP,GK,20,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Álvaro Cortés,es ESP,DF,19,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Andres Cuenca,es ESP,DF,17,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Noah Darvich,de GER,MF,17,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Landry Farré,es ESP,DF,17,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Guillermo Fernandez,es ESP,MF,16,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Toni Fernández,es ESP,MF,16,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Diego Kochen,us USA,GK,18,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Alexis Olmedo,es ESP,DF,18,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Álex Valle,es ESP,DF,20,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Áron Yaakobishvili,hu HUN,GK,18,0.0,0,,,,,,,,,,,,,,,,Matches,2024-2025,FC Barcelona,0
Vicente Guaita,es ESP,GK,37,,34,"3,060",34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,34
Óscar Mingueza,es ESP,"MF,DF",25,,31,"2,729",30.3,4.0,6.0,10.0,4.0,0.0,0.0,6.0,1.0,0.13,0.2,0.33,0.13,0.33,Matches,2024-2025,Celta Vigo,34
Marcos Alonso,es ESP,DF,33,,29,"2,647",29.4,3.0,0.0,3.0,0.0,3.0,3.0,10.0,2.0,0.1,0.0,0.1,0.0,0.0,Matches,2024-2025,Celta Vigo,31
Fran Beltrán,es ESP,MF,25,,29,"2,421",26.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,2024-2025,Celta Vigo,34
Javi Rodríguez,es ESP,DF,21,,26,"2,514",27.9,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,0.11,0.07,0.18,0.11,0.18,Matches,2024-2025,Celta Vigo,36
Carl Starfelt,se SWE,DF,29,,26,"2,270",25.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2024-2025,Celta Vigo,28
Borja Iglesias,es ESP,FW,31,,24,"1,952",21.7,11.0,3.0,14.0,11.0,0.0,0.0,2.0,0.0,0.51,0.14,0.65,0.51,0.65,Matches,2024-2025,Celta Vigo,37
Ilaix Moriba,gn GUI,MF,21,,22,"2,132",23.7,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.04,0.04,0.08,0.04,0.08,Matches,2024-2025,Celta Vigo,33
Iago Aspas,es ESP,"FW,MF",36,,19,"1,745",19.4,10.0,5.0,15.0,5.0,5.0,6.0,6.0,1.0,0.52,0.26,0.77,0.26,0.52,Matches,2024-2025,Celta Vigo,30
Sergio Carreira,es ESP,MF,23,,19,"1,656",18.4,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,2024-2025,Celta Vigo,23
Hugo Álvarez,es ESP,MF,21,,16,"1,572",17.5,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,0.23,0.17,0.4,0.23,0.4,Matches,2024-2025,Celta Vigo,26
Pablo Durán,es ESP,"FW,MF",23,,15,"1,394",15.5,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,0.26,0.26,0.52,0.26,0.52,Matches,2024-2025,Celta Vigo,27
Williot Swedberg,se SWE,"FW,MF",20,,15,"1,348",15.0,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,0.27,0.33,0.6,0.27,0.6,Matches,2024-2025,Celta Vigo,32
Hugo Sotelo,es ESP,MF,20,,15,"1,254",13.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,24
Alfon,es ESP,"FW,MF",25,,14,"1,371",15.2,5.0,2.0,7.0,5.0,0.0,0.0,1.0,1.0,0.33,0.13,0.46,0.33,0.46,Matches,2024-2025,Celta Vigo,26
Carlos Dominguez,es ESP,DF,23,,13,"1,181",13.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,19
Damián Rodríguez,es ESP,MF,21,,10,927,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,17
Jonathan Bamba,ci CIV,"MF,FW",28,,10,811,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,2024-2025,Celta Vigo,12
Fer López,es ESP,"FW,MF",20,,7,671,7.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,2024-2025,Celta Vigo,17
Yoel Lago,es ESP,DF,20,,7,583,6.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,2024-2025,Celta Vigo,8
Javier Manquillo,es ESP,DF,30,,7,515,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,10
Anastasios Douvikas,gr GRE,FW,24,,6,700,7.8,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.39,0.13,0.51,0.39,0.51,Matches,2024-2025,Celta Vigo,20
Jailson Siqueira,br BRA,DF,28,,6,614,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,13
Mihailo Ristić,rs SRB,"MF,DF",28,,6,429,4.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,2024-2025,Celta Vigo,10
Iván Villar,es ESP,GK,27,,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,4
Iker Losada,es ESP,"MF,FW",22,,4,358,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,2024-2025,Celta Vigo,12
Franco Cervi,ar ARG,"MF,FW",30,,4,273,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,7
Luca de la Torre,us USA,MF,26,,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,1
Joseph Aidoo,gh GHA,DF,28,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,1
Tadeo Allende,ar ARG,MF,25,,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Celta Vigo,1
Jones El-Abdellaoui,ma MAR,FW,18,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Celta Vigo,0
Martín Conde,es ESP,DF,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Celta Vigo,0
César Fernández,es ESP,GK,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Celta Vigo,0
Miguel Román,es ESP,MF,21,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Celta Vigo,0
Marc Vidal,es ESP,GK,24,,0,,,,,,,,,,,,,,,,Matches,2024-2025,Celta Vigo,0
Joan García,es ESP,GK,23,,38,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RCD Espanyol,38
Omar El Hilali,ma MAR,DF,20,,36,"3,153",35.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,2024-2025,RCD Espanyol,36
Javi Puado,es ESP,"MF,FW",26,,35,"2,974",33.0,12.0,4.0,16.0,7.0,5.0,5.0,8.0,0.0,0.36,0.12,0.48,0.21,0.33,Matches,2024-2025,RCD Espanyol,35
Marash Kumbulla,al ALB,DF,24,,34,"2,972",33.0,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,2024-2025,RCD Espanyol,35
Leandro Cabrera,uy URU,DF,33,,32,"2,869",31.9,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,0.13,0.06,0.19,0.13,0.19,Matches,2024-2025,RCD Espanyol,33
Alex Král,cz CZE,MF,26,,29,"2,714",30.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2024-2025,RCD Espanyol,37
Carlos Romero,es ESP,"DF,MF",22,,28,"2,554",28.4,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,2024-2025,RCD Espanyol,34
Pol Lozano,es ESP,MF,24,,27,"1,943",21.6,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2024-2025,RCD Espanyol,30
Jofre,es ESP,MF,23,,26,"2,165",24.1,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,0.12,0.12,0.25,0.12,0.25,Matches,2024-2025,RCD Espanyol,37
Roberto Férnandez,es ESP,FW,22,,18,"1,497",16.6,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,2024-2025,RCD Espanyol,19
Urko González,es ESP,MF,23,,16,"1,374",15.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,2024-2025,RCD Espanyol,17
Álvaro Tejero,es ESP,"MF,DF",28,,13,"1,238",13.8,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.07,0.29,0.36,0.07,0.36,Matches,2024-2025,RCD Espanyol,28
Antoniu,es ESP,MF,21,,13,"1,022",11.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2024-2025,RCD Espanyol,26
Edu Expósito,es ESP,MF,27,,12,"1,045",11.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,2024-2025,RCD Espanyol,19
Brian Oliván,es ESP,DF,30,,12,"1,017",11.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2024-2025,RCD Espanyol,17
Alejo Véliz,ar ARG,FW,20,,10,"1,127",12.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,2024-2025,RCD Espanyol,27
José Gragera,es ESP,MF,23,,7,569,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RCD Espanyol,10
Fernando Calero,es ESP,DF,28,,6,715,7.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,2024-2025,RCD Espanyol,21
Sergi Gómez,es ESP,DF,32,,6,664,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RCD Espanyol,12
Walid Cheddira,ma MAR,FW,26,,5,640,7.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,2024-2025,RCD Espanyol,22
Irvin Cardona,mt MLT,"FW,MF",26,,5,606,6.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches,2024-2025,RCD Espanyol,16
Álvaro Aguado,es ESP,MF,28,,4,443,4.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,2024-2025,RCD Espanyol,16
Justin Smith,ca CAN,MF,21,,3,209,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RCD Espanyol,5
Rafael Bauza,es ESP,MF,19,,2,183,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RCD Espanyol,5
Pere Milla,es ESP,MF,31,,1,456,5.1,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.59,0.0,0.59,0.59,0.59,Matches,2024-2025,RCD Espanyol,20
Naci Ünüvar,nl NED,"FW,MF",21,,0,31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RCD Espanyol,2
Roger Hinojo,es ESP,DF,19,,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,RCD Espanyol,1
Alex Almansa,es ESP,FW,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
Català,es ESP,DF,19,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
Fortuño,es ESP,GK,22,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
José López,es ESP,DF,18,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
Fernando Pacheco,es ESP,GK,32,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
Pablo Ramon,es ESP,DF,23,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
Omar Sadik,ma MAR,FW,20,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
Salvi,es ESP,MF,33,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
Llorenç Serred,es ESP,GK,18,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
Pol Tristán,es ESP,GK,22,,0,,,,,,,,,,,,,,,,Matches,2024-2025,RCD Espanyol,0
David Soria,es ESP,GK,31,,38,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Getafe CF,38
Omar Alderete,py PAR,DF,27,,34,"2,971",33.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2024-2025,Getafe CF,34
Iglesias,es ESP,"DF,MF",26,,32,"2,888",32.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2024-2025,Getafe CF,37
Luis Milla,es ESP,MF,29,,32,"2,875",31.9,1.0,4.0,5.0,0.0,1.0,1.0,6.0,0.0,0.03,0.13,0.16,0.0,0.13,Matches,2024-2025,Getafe CF,33
